CommentID,text,CommentUserID,CommentDate,Keyword,ObsoleteType,LegacyOrInvalid
25710103,@jdregister You should change the deprecated function calls in your example code to match your previous comment. This makes copy&paste easier.&#xA;Additionally why did you use `Math.round` here `var distance = Math.round(vstart.distanceTo(vend));`? I think the rounding should be removed.,869402,7/15/2013 12:24,deprecated,ext,legacy
62261423,looks like this is deprecated. any alternative?,371557,5/22/2016 13:40,deprecated,lang,legacy
78597642,"This is now deprecated, and last I used it it contained some bugs that as far as I know weren't, and never will be fixed: https://github.com/MicrosoftArchive/transient-fault-handling-application-block.",67824,8/22/2017 14:12,deprecated,ext,invalid
50337407,Yes. As a solution for the production system I am using an external scheduler now. However it's bit annoying that things getting deprecated too quickly in arangodb. For example most of my foxx app is built up upon Queue mechanism but that has gone deprecated now (just in 2 month). :),596481,07-01-2015 14:42,deprecated,lang,invalid
46241657,"`""Due to changes in Android 5.0 Lollipop, this permission has been deprecated and is completely ignored from SuperSU v2.30 onwards""` - [How-To SU](http://su.chainfire.eu/)",2128979,03-11-2015 20:33,deprecated,mobile,legacy
18383094,Thank you... that's a nice flexible solution now. Somehow I'm always confused which one is deprecated and which one not...;-) answer now updated...,1545993,11/18/2012 21:56,deprecated,ext,legacy
69787558,May want to update your answer as the `Function ereg_replace()` has been deprecated.,5496437,12/22/2016 22:10,deprecated,lang,legacy
50526177,"That's what i said before, is there a way to keep the navigation bar as it was in the last view ? with no button back ? Push is deprecated as well now",2111605,07-07-2015 10:12,deprecated,mobile,legacy
42567076,"He definitely shouldn't use the `isa` pointer as it's deprecated in the 64-bit runtime to allow for tagged pointers. But you're right about it being `+class`, not `-class` that he's using and I was wrong. If he were to hit the runtime he'd need to lookup by string name, I guess.",427332,11/19/2014 16:03,deprecated,lang,legacy
28802617,That desktop authentication flow has been deprecated I think,590767,10/17/2013 13:35,deprecated,ext,invalid
9736464,"@Col.Shrapnel.. its giving me this error  Call-time pass-by-reference has been deprecated; If you would like to pass it by reference, modify the declaration of [runtime function name]().  If you would like to enable call-time pass-by-reference, you can set allow_call_time_pass_reference to true in your INI file in",956342,11-01-2011 08:00,deprecated,lang,legacy
16962541,"no need for looping, simply use the api that is meant for clearing the data (not too obvious, but then you probably read @camickr 's answer - which mentions the deprecated method)",203657,9/25/2012 16:47,deprecated,lang,legacy
6704619,"<i> is a deprecated tag, correct?  I'd rather not use it, there should be a way to accomplish this without using deprecated tags you would think, no?  I tried adding p em and em p font-style: italic; to my stylesheet and that didn't cut it either.  Thanks for the help, though.",681386,4/30/2011 1:12,deprecated,lang,legacy
1550995,"@Alex: In that case, they're probably doing it to protect casual hackers, who use php4, from them selves. You shouldn't do this in your own code - It's deprecated.",18180,11-04-2009 22:36,deprecated,ext,legacy
40704826,Not sure I understand you correctly but as you know the font tag is deprecated and you use css for this today. You can specify the style on each individual element with a style attribute which is probably what some of these editors do.,4052433,9/23/2014 10:47,deprecated,lang,legacy
34366177,"So what you mean is that I could still install the deprecated package `exp/utf8string` and compile that example code as is, even though it's no longer necessary with the revision using 1.2.1 standard packages. I have no need to do it the old way, and using the 1.2.1 in the way you did works fine. The lesson is the same regardless: Count runes, not bytes.",712579,3/22/2014 10:16,deprecated,lang,legacy
40143903,"imo, worth to be mentioned: ""yes"" as it is not deprecated but *only broken* in some SAPIs, but I explained a little more that it is just a theoretical option.",171318,09-05-2014 12:22,deprecated,lang,invalid
29476111,The _smart match_ operator has practically been deprecated ([marked _experimental_](http://perldoc.perl.org/perl5180delta.html#The-smartmatch-family-of-features-are-now-experimental)) and may be removed from later versions of Perl. It was fun while it lasted.,368630,11-06-2013 22:11,deprecated,lang,legacy
28747390,`eregi_replace`? This function is deprecated for almost as long as I learned PHP! (see http://php.net/manual/en/function.eregi-replace.php),1554215,10/16/2013 4:36,deprecated,lang,legacy
53059856,"there are languages where you can use lone braces to create block (and probably scope too), does it work or is planned for js too? especially that let(variableName = ""value"") {block} is deprecated",4356678,9/16/2015 9:00,deprecated,lang,legacy
72082651,@bzal [This POSIX function is deprecated beginning in Visual C++ 2005.](https://msdn.microsoft.com/en-us/library/ms235446(vs.90).aspx),971127,2/26/2017 16:31,deprecated,lang,legacy
62037455,"Hi thanks, I am getting strike out on TestNG class [TestNG testng=new TestNG();] Saying that it is deprecated. Any new class which we can use?",2392734,5/16/2016 13:29,deprecated,ext,legacy
27099501,`This class was deprecated in API level 17.` The answer was working when I gave it 1.5 years ago ;-),413127,8/26/2013 11:34,deprecated,mobile,legacy
54843661,"Could you update your answer with zip? I got deprecated warning. `WARNING: Dict{K,V}(ks::AbstractArray{K},vs::AbstractArray{V}) is deprecated, use Dict{K,V}(zip(ks,vs)) instead.`",3443791,11-04-2015 20:10,deprecated,lang,legacy
63101513,The `woocommerce_price()` is deprecated in favor of `wc_price()`. Almost all functions have been renamed with the shorter `wc_` prefix.,383847,6/14/2016 17:36,deprecated,ext,legacy
3895517,Right. I will upvote if you mention the PHP function for that. Using a `SET NAMES` query is considered deprecated in PHP world :),157882,09-12-2010 17:16,deprecated,lang,legacy
50350699,switch_to_alert() is now deprecated in the latest Selenium Python bindings v 2.46.0. Use driver.switch_to.alert instead. Source: http://selenium-python.readthedocs.org/en/latest/api.html,1557674,07-01-2015 20:55,deprecated,ext,legacy
6461657,"@Marc - That syntax is ""numbered stored procedures"". [They are deprecated](http://jagbarcelo.blogspot.com/2006/09/numbered-stored-procedures-will-be.html) and provide no advantage over just creating 2 different sensibly named stored procedures!",73226,4/14/2011 12:35,deprecated,lang,legacy
41076702,`LocationClient` is deprecated.,2029566,10-04-2014 18:23,deprecated,mobile,invalid
63820538,It is deprecated.,5790492,07-05-2016 07:58,deprecated,lang,legacy
19697355,"I tried using the SocketRocket I could find on Cocoapods (SocketRocket 0.2.0, found by searching on Cocoapods), but seems like it might be an old version, as it not ARC-""ified"" and has deprecated functions...",969043,01-07-2013 22:27,deprecated,ext,invalid
13167345,`.live()` is deprecated. Should probably use native `.click()` or `.on()`.,682480,4/20/2012 11:37,deprecated,ext,legacy
37018392,restartPackage() is deprecated. Use killBackgroundProcesses() instead.,1489009,06-03-2014 13:57,deprecated,mobile/ext,legacy
12130639,"Don't use `has_key`, it was deprecated in Python 2.x and removed from Python 3.x. Either use the `get` method: `intersect = kwargs.get('intersect', False)` or use `in` to test `'intersect' in kwargs and kwargs['intersect']`",107660,03-05-2012 14:47,deprecated,lang,legacy
57944821,wlfullclient.jar and jarbuilder are deprecated starting from the WebLogic 12.1.3 release+equivalent stand-alone clients instead&#xA;Please use one of the equivalent stand-alone clients instead.  Consult Oracle WebLogic public Any idea what exactly is the alternate for this?,582421,1/31/2016 9:11,deprecated,tool,legacy
13872162,"I've seen that as well but that class is deprecated, so is that the way to go?",952611,5/21/2012 15:32,deprecated,mobile,legacy
19759908,"Your code uses deprecated functions such as `Z3_check_and_get_model`. BTW, the C++ API is much easier to use. The file `examples/c++/example.cpp` contains many examples using the C++ and the new solver API. Here is a link to this file: http://z3.codeplex.com/SourceControl/changeset/view/89c1785b7322#examples/c++/example.cpp",841416,01-09-2013 16:39,deprecated,ext,legacy
69543736,A solution avoiding use of `<<=` which is now deprecated in sbt is `fullClasspath in Runtime := (fullClasspath in Compile).value`,2159087,12/15/2016 19:17,deprecated,tool,legacy
36312750,Ok. Note that you should use findList() with setMaxRows() and setFirstRow() and not findPagingList().  findPagingList() is going to be deprecated in v4.0.1.,208581,5/14/2014 3:00,deprecated,ext,legacy
61817526,$form->getErrorsAsString() is deprecated isn't it?,1961082,05-10-2016 13:03,deprecated,ext,legacy
15971915,"That reference is rather old material, and outdated. [`setType(int)`](http://developer.android.com/reference/android/view/SurfaceHolder.html#setType%28int%29) has been deprecated in the meantime and according to the documentation setting this flag will have no effect on newer devices: *""this is ignored, this value is set automatically when needed.""* `setPreviewTexture(SurfaceTexture)` might work, but is only available in API 11+. Perhaps a combination of both will do the trick? :)",1029225,8/16/2012 2:16,deprecated,ref/mobile/ext,legacy
34685413,"The less confusing answer is that the use of is_safe has been deprecated and removed in Django 1.6. You can either use mark_safe() to wrap your return text, or use @register.filter(is_safe=True) and let the filter wrap it for you.",253704,3/31/2014 5:47,deprecated,ext,legacy
21980804,".live() is [deprecated as of jQuery 1.7](http://api.jquery.com/category/version/1.7/), and [removed as of 1.9](http://api.jquery.com/category/version/1.9/). Use $(document).on('click', 'a', function(){...}) instead.",69125,3/20/2013 9:28,deprecated,ext,legacy
62098134,I have used this to change older phones default setting for memory to be the external memory chip.  Then you can move some apps to the memory chip.  http://stackoverflow.com/questions/15756862/how-to-install-android-apps-to-the-sd-card-by-default.  It may however be deprecated on newer versions of android..,2202675,5/17/2016 21:31,deprecated,mobile,legacy
58526028,"`Deps` has been deprecated years ago for its new name, `Tracker`. Plus, you shouldn't post an answer if you found a duplicate but instead flag your post has a duplicate.",4174897,2/15/2016 15:04,deprecated,ext,legacy
19082856,static has been undeprecated in c++11,1124744,12/13/2012 12:33,deprecated,lang,legacy
19771095,"Yes, use either PDO or mysql_* (or mysqli-*) functions not a mix of both.  I would suggest that you use PDO or mysqli_*, as mysql_* functions are deprecated and if I was a teacher professor and had a student turn in something using mysql-* I would pretty much condemn that submittal to a failing grade.",1529853,01-09-2013 22:58,deprecated,lang,legacy
61087091,"mysql_* functions have been deprecated for more than 5 years, and are not present in current versions of PHP. You should not suggest anyone use them!",1255289,4/20/2016 19:31,deprecated,lang,legacy
63350173,"That could easily be done asynchronously. Chrome even throws a warning when you do this synchronously now...&#xA;&#xA;`Synchronous XMLHttpRequest on the main thread is deprecated because of its detrimental effects to the end user's experience. For more help, check http://xhr.spec.whatwg.org/.`",1826354,6/21/2016 17:21,deprecated,ext,legacy
54221080,"Regardless if this has been deprecated, this answer is browser+device specific so this won't fix problems in other browsers and/or other devices.",174172,10/19/2015 6:57,deprecated,mobile,legacy
53135296,"Actually this method was deprecated in API level 21, so, it is better for you to use up-to-date navigation patterns. But if you still want to use this, you should provide correct navigation listener to this method. You can simply make your activity to implement ActionBar.OnNavigationListener interface, and implement correct methods, then pass `MainActivity.this` as navigation listener",1254160,9/18/2015 4:02,deprecated,mobile/ext,legacy
18948503,"Nope, it still works, but it's deprecated so there is no guarantee it will continue to work.",965051,12-08-2012 18:25,deprecated,ext,legacy
30502426,"Yes that's why you should customize them in your css file, use equivalent css styles instead of deprecated inline styles(if you plan to use them in an email template, you will be forced to use old syntax and no html5 doctype)",3070830,12-06-2013 11:08,deprecated,lang,legacy
65441330,`DynamicComponentLoader` is deprecated since quite some while and AFAIK already removed entirely from the source code.,217408,8/19/2016 18:42,deprecated,ext,legacy
21440827,"MODE_WORLD_READABLE is not the right choice for storing sensitive data, and it also become deprecated in API level 17.",1483730,03-04-2013 22:41,deprecated,mobile,legacy
44760405,"I would recommend not recommending deprecated tags.. they still work in most cases, but it is not something you should really support.",3547515,1/28/2015 16:09,deprecated,lang,legacy
4278453,@Frank: of course it was unclear; you're looking at the documentation for `os.path.walk` which is a separate (older and deprecated) function. You should be looking at the [`os.walk`](http://docs.python.org/library/os.html#os.walk) documentation.,6899,10/22/2010 10:14,deprecated,ref,legacy
57128492,those methods look deprecated,505259,01-09-2016 08:06,deprecated,ext,legacy
72345643,"This is really not good advice, and the answer ideally should be deleted. Your database library is deprecated in 5.6+ and removed from 7.0+. Additionally you should be using parameter binding rather than attempting to filter user input manually. cc @ErickChoi.",472495,03-05-2017 11:53,deprecated,lang,legacy
16434885,This has been deprecated since poi 3.8,801320,09-04-2012 07:43,deprecated,ext,legacy
31893316,1 message is hidden by filters. Show all messages.&#xA;Uncaught TypeError: Object [object Object] has no method 'fancybox' kledingpakket.php:1030&#xA;event.returnValue is deprecated. Please use the standard event.preventDefault() instead.&#xA;Uncaught ReferenceError: siblingsFader is not defined,1931813,1/17/2014 10:28,deprecated,ext,invalid
12130890,The -N option is marked as deprecated. You should use --depth=..instead.,296328,03-05-2012 14:59,deprecated,tool,legacy
6060691,"The PHP is a template language. You can write something like: `echo ""The name of my cat is $cat_name."";`. It is possible to use strings without quotes in few situations too. However, this is deprecated.",260149,3/19/2011 18:47,deprecated,lang,legacy
78658064,Pandas sort() has been deprecated. We have to use sort_values() now instead,3852651,8/23/2017 22:00,deprecated,ext,legacy
65280820,"i dont wana use async: false because -> synchronous xmlhttprequest on the main thread is deprecated because of its detrimental effects to the end users experience. for more help, check...",6719178,8/15/2016 21:05,deprecated,ext,legacy
62336873,Looks db.eval is deprecated...,954376,5/24/2016 13:42,deprecated,lang,legacy
27810136,"Absolute is deprecated,don't consider it as an option",1112856,9/17/2013 11:59,deprecated,tool,invalid
40089459,"Thank you sir... this is the kind of answer I was looking for, engineering works, but has no resilience, most comments on this thread will become deprecated in future IOS versions, not yours. Or at least it'll become deprecated with compile time errors instead of bogus design and tedious debugging.",919248,09-03-2014 23:32,deprecated,mobile,invalid
52492823,After http-client.4.3.jar looks like the main HTTP request class was deprecated and replaced by a new one. Using the deprecated to do the request I get 503 using the new one I get 200. So is it the HAProxy config or Jmeter (http client 4.2 version) and SoapUi(http client 4.1) just not following the pace? I also replaced Jmeter http client versions to the latest but I'm guessing it still calls the deprecated class from the new jar and still doesn't work.,3087343,8/31/2015 10:15,deprecated,tool,invalid
46384548,This method is deprecated in 2014 .https://developers.google.com/apps-script/reference/ui/anchor?hl=fr,3734526,3/16/2015 11:18,deprecated,ext,invalid
53361231,"I googled the warning ""Positional parameter are considered deprecated; use named parameters or JPA-style positional parameters instead."" and then ran into this problem. Best to use named parameters to avoid this confusion.",1385174,9/24/2015 12:16,deprecated,ext,legacy
46802073,"@daw: What do you mean by ""this breaks methods""? And `__lookup%etter__` are deprecated since years.",1048572,3/27/2015 15:03,deprecated,lang,legacy
23696676,"@user2296565: You should know that old-school Pascal is deprecated, and shouldn't be used in new applications. There are a number of reasons for this. First, the `FileMode` is a global variable, and so two threads cannot have different modes. Second, Unicode support is somewhat awkward using Pascal I/O.",282848,05-12-2013 11:59,deprecated,lang,legacy
76682939,`<font>` tags are deprecated and shouldn’t be used.,5244995,6/30/2017 16:28,deprecated,lang,legacy
67988066,"Please be advised that this has been deprecated as of django 1.9: Using this method will get: AttributeError: Manager isn't available; 'auth.User' has been swapped for 'user.User'. Instead use: `from django.apps import apps`&#xA; `User = apps.get_model('user', 'User')`. and then continue.",4142459,11-01-2016 19:40,deprecated,ext,legacy
46092849,`match` is deprecated since Rails 4. Use the specific method instead,2235594,03-07-2015 17:14,deprecated,ext,legacy
8217645,you can use `<?=$product->text?>` instead of `<?php echo $product->text; ?>` but it will be deprecated in the next versions of php.,825780,08-01-2011 17:09,deprecated,lang,legacy
45762991,Thanks for sharing the information that RegExp properties are deprecated but I'm surprised why microsoft doesn't mentioned that.&#xA;I updated my solution now.,1425210,2/26/2015 10:17,deprecated,lang,legacy
5456535,"It's true that the parameter has been deprecated, but [`node_load()`](http://api.drupal.org/api/drupal/modules--node--node.module/function/node_load/7) is still using it. It will be probably not used on Drupal 8, but I would think that is safe to use it with Drupal 7.",225647,02-04-2011 19:27,deprecated,ext,legacy
32701277,FYI This is now deprecated (as of 2014-02) and the username/password is ignored without warning... causing your app to suddenly fail to authenticate for no reason.,300236,02-07-2014 22:02,deprecated,tool,invalid
38922299,"Apparently, the ThreadPool has been deprecated because of its defect.",2719683,7/30/2014 1:20,deprecated,mobile/lang,legacy
34808846,Sorry not deprecated but it's suggested to use `prop()` to change any DOM properties,3348750,04-02-2014 20:48,deprecated,ext,legacy
67853093,`android:singleLine` is now deprecated,2162226,10/28/2016 3:19,deprecated,mobile,legacy
43194275,align='center' is deprecated.,3287761,12-09-2014 04:29,deprecated,lang,legacy
18051737,"`.live();` is deprecated in newer jQuery versions, use `.on();` instead",1699622,11-06-2012 09:48,deprecated,ext,legacy
52715151,"nope, not anymore. the user_groups permission is deprecated: https://developers.facebook.com/docs/apps/changelog#v2_4",757508,09-06-2015 15:03,deprecated,ext,invalid
4857276,This catch-all route is _strongly_ discouraged and is considered deprecated. REST-style routes as detailed at http://guides.rubyonrails.org/routing.html#resource-routing-the-rails-default are the way to go.,541639,12/15/2010 7:05,deprecated,ext,legacy
59432142,"Just for future generations, `ERR_remove_state()` is deprecated in the current OpenSSL version (1.0.2g) and one should use `ERR_remove_thread_state()` instead.",4658000,03-09-2016 07:10,deprecated,tool,invalid
57365759,"If I understand correctly, NSData contentsOfURL is deprecated anyway. NSURLSession worked great. Thank you.",3078326,1/15/2016 13:19,deprecated,mobile/lang,legacy
6550071,"Just connect to the server and issue the appropriate T-SQL commands. It used to be sp_attach_db, but that's deprecated so now you should use CREATE DATABASE [...] FOR ATTACH instead. sp_detach_db seems to still be the correct way of detaching database files...",126014,4/20/2011 8:15,deprecated,lang,invalid
75626843,The linked project is now deprecated as this functionality is built into Android Studio 1.4+.,,01-06-2017 14:47,,tool,invalid
47930716,"Thank you for this answer, by following this suggestion I was able to see that the problem was not with the include statement at all. The problem was related to switching versions of jQuery and changing the structure of the solution as well as outdated view code being saved and retrieved from a database.",,27-04-2015 19:11,,lang,legacy
93557570,This is deprecated starting from Windows 8.1,,16-11-2018 14:02,,os,invalid
53676159,Kudos for not giving that outdated library reference in your answer.,,03-10-2015 16:32,,ext,invalid
47950789,If I try to do this **in code** there is also `searchDisplayController` property (what is currently deprecated). So I still cannot see possibilities to do `UISearchController` by code...,,28-04-2015 08:46,,lang,invalid
83244814,Many thanks!!! I've got confused in calculating some offsets of fields this structure using obsoleted information in Windows NT/2000 Native API Reference.,,07-01-2018 02:18,,os,invalid
1.11E+08,"`requestBody` has since been deprecated in favour of a more accurate name: `getRequestBodyChunk`; since this is what `requestBody` has been doing all along: return a _chunk_ of the request body, not the whole thing. As such, I don't think the solution you've posted here will work.",,30-06-2020 02:53,,lang,invalid
37123843,"FYI, `git remote prune` is somewhat deprecated in favor of `git fetch --prune` or `git fetch -p`. See the [Git version 1.6.6 release notes](https://github.com/git/git/blob/v2.0.0/Documentation/RelNotes/1.6.6.txt#L162-L166): ""[`git fetch --prune` makes] `git remote update` and `git remote prune` less necessary (there is no plan to remove `remote&#xA;update` nor `remote prune`, though).""",0,06-06-2014 03:19,deprecated,tool,legacy
57178226,"Just to verify, can you remove the call to GetInfoAsync()? Apart from it not being needed in your snippet, it is also deprecated in Lumia Imaging SDK 3.0. So I just want to verify, can you remove it, or do you get a different exception if you don't make that call?",55377,01-11-2016 07:31,deprecated,tool,legacy
27327594,ActivityGroup is deprecated by now!,2074990,09-02-2013 12:01,deprecated,mobile,legacy
22220534,"Exactly. However, don't get used to the backtick. Use `$(...)` instead, as [backticks are deprecated](http://stackoverflow.com/a/4708569/912144)",912144,3/27/2013 11:21,deprecated,os,legacy
25290486,It should be noted that [andSelf()](http://api.jquery.com/andSelf/) is deprecated as of jQuery 1.8. Use [addBack()](http://api.jquery.com/addBack/) if you are using jQuery 1.8 or greater.,2364139,07-01-2013 22:26,deprecated,ext,legacy
3416533,on and off is deprecated in Symfony 1.4,379756,7/21/2010 11:05,deprecated,ext,legacy
76570629,"no, i used shapeDrawable.setColor(ContextCompat.getColor(this, R.color.colorPrimary)); though becuase getcolor is deprecated",8158808,6/28/2017 6:27,deprecated,mobile,legacy
72501934,The --set-upstream flag is deprecated and will be removed. Consider using --track or --set-upstream-to,735850,03-09-2017 07:51,deprecated,tool,invalid
39131451,"Certainly simple, but using the `/e` PCRE modifier is now [deprecated](http://php.net/manual/en/reference.pcre.pattern.modifiers.php) and a bad idea in the first place.",333340,08-05-2014 12:56,deprecated,lang,legacy
50992756,How can I ignore a module? cause I see sonar.skippedModules has been deprecated,2367912,7/20/2015 11:53,deprecated,tool,legacy
58175358,"Thanks. While trying to replicate, I have the following error message: `Error in FUN(X[[i]], ...) :  Theme element 'text' has NULL property: margin, debug&#xA;In addition: Warning message: 'axis.ticks.margin' is deprecated. Please set 'margin' property  of 'axis.text' instead `. I have updated `ggthemes` package; but I am getting the same error.",2530371,02-05-2016 17:50,deprecated,ext,invalid
32620639,`with-connection` is in `clojure.java.jdbc.deprecated`. See http://clojure.github.io/java.jdbc/#clojure.java.jdbc.deprecated,189961,02-06-2014 01:53,deprecated,ext,legacy
38230152,"As of at least Maven 3.0.3, ${artifactId} is deprecated in favor of ${project.artifactId}.",29771,07-09-2014 18:03,deprecated,tool,legacy
75099343,"lol edit queue is full of ""deprecated""",3389585,5/17/2017 23:37,deprecated,lang,invalid
28885114,1.6 is deprecated by GAE now,809536,10/20/2013 11:29,deprecated,ext,invalid
10516985,Just found the same post when looking for the doc :) I guess the url_for I was looking at in the doc was deprecated. http://apidock.com/rails/ActionController/Base/url_for,584713,12/13/2011 23:57,deprecated,ext,legacy
51935439,"ActiveModelAdapter is not available in 2.0, it was deprecated and removed :(  https://github.com/emberjs/data/commit/1991ba5f70a64abeec40b48544159405be144bb3",1649003,8/14/2015 18:29,deprecated,ext,legacy
60902680,isn't ActiveXObject deprecated in most modern browsers?,1985648,4/15/2016 18:50,deprecated,lang,legacy
38938194,This is deprecated https://developer.mozilla.org/en-US/docs/Web/Guide/Events/Mutation_events,759452,7/30/2014 11:59,deprecated,lang,legacy
10566084,it may be worth noting that SingleThreadModel is actually [deprecated](http://docs.oracle.com/javaee/1.4/api/javax/servlet/SingleThreadModel.html),922954,12/16/2011 8:10,deprecated,lang,legacy
15154891,"`$[]` is deprecated, use `$(())` (e.g. `(( arg10 -= 100 ))` or `arg10=$((arg10 - 100))`). No need for `cat`, use `done < list.cqt` (this also avoids creating a subshell so variable values are available after the loop exits. Use `while IFS=/ read -r line` instead of `tr`.",26428,7/13/2012 19:23,deprecated,os,legacy
3998048,"check this question: http://stackoverflow.com/questions/1698881/cant-get-ellipsis-to-work-on-android I know singleline is deprecated, read the comments in the bug page from the linked question and you'll see why I'm using it.",218473,9/23/2010 7:21,deprecated,mobile,legacy
24667757,"Hi Tariq, &#xA;After adding above line it is giving me different error.&#xA;&#xA;&#xA;&#xA;Warning: $HADOOP_HOME is deprecated.&#xA;&#xA;Failed to load Main-Class manifest attribute from&#xA;/home/user/hpcc/lz_data/Pradeep/sample.jar",1918262,06-12-2013 07:03,deprecated,ext,invalid
14084889,`live()` has been deprecated and replaced with `on()` in jQuery 1.7,572939,5/30/2012 17:07,deprecated,ext,legacy
16098005,"`live` is deprecated, the recommended method now is `.on()`.",825789,8/21/2012 13:06,deprecated,ext,legacy
31460012,yes XYMultipleSeriesRenderer.setChartValuesTextSize() is  deprecated but you are right thanks it works now.,1331627,01-06-2014 10:00,deprecated,mobile,invalid
5752662,"update: now //	NSDictionary *fileAttributes = [fileManager fileAttributesAtPath:pathP traverseLink:YES]; is deprecated... use: -> ... &#xA;	NSDictionary *fileAttributes = [fileManager attributesOfItemAtPath:pathP error:NULL];  ... instead",585749,2/26/2011 17:10,deprecated,mobile,legacy
53044903,"After template support was deprecated in Prawn (as detailed in @MichaelReinsch's post), I ended up writing a Ruby implementation for combining PDF files, stamping them, merging them (in sequence as well as one on top of the other), adding simple text, extracting PDF fonts and other simple tasks. This gem had been mentioned in Paweł Gościcki's answer later on: [combine_pdf](https://github.com/boazsegev/combine_pdf)",4025095,9/15/2015 21:10,deprecated,ext,legacy
6306215,"Jan, thanks for your very helpful answer. You mention @In and @Out are Seam 2 annotations, are they deprecated in seam 3?",556730,04-05-2011 04:31,deprecated,ext,invalid
68009534,"Not my downvote, but the `<xmp>` element is deprecated.",791010,11-02-2016 11:29,deprecated,lang,legacy
52403503,@J82 canpost your full code for the click event? Just add `sssInit` to the Ajax success callback. It will guarantee it gets called at the right time. BTW for jQuery 1.8+ you should use `done` as `success` is deprecated; http://api.jquery.com/jquery.ajax/,371,8/28/2015 1:25,deprecated,ext,legacy
41454432,"If the OP wants the `>` symbol outside of the `a`, this is the way to go.  The `font` tag is deprecated, but a `span` would work as well with an inline style or a class.",564353,10/16/2014 10:54,deprecated,lang,legacy
60908149,"`MediaStreamTrack.getSources` does ***not*** work in Firefox. Please remove mention of Firefox from that part of the answer, or better, don't suggest it at all, as it is deprecated.",918910,4/15/2016 22:10,deprecated,ext,invalid
39299494,@hrnt: That was deprecated in C++03 and removed altogether in C++11.,560648,08-10-2014 14:21,deprecated,lang,legacy
74969211,I think this is no longer true as of 2017 - those plugins have been deprecated,105387,5/14/2017 23:08,deprecated,tool,invalid
76517233,clip is now deprecated,4808079,6/26/2017 20:25,deprecated,lang,legacy
78373426,Then you might should consider an update - v4 is long deprecated.,214500,8/16/2017 7:41,deprecated,tool,legacy
33009310,"Speaking of looping: for-each is deprecated, a hack (because of its E4X-inheritance and will be replaced in the far future with for-of.Worse: it loops over the properties of an object not over the array-like indices.&#xA;&#xA;Better ways of looping are:&#xA;• `[1, 2, 3].forEach(function (el, index), { ... })` for Arrays&#xA;• `Object.keys().forEach(function (key) {... })` for the properties of an object. &#xA;• `Array.prototype.forEach(document.links, function () { ...});` for Array-like objects like the HTMLCollection `document.links` returns.",46657,2/16/2014 14:28,deprecated,lang,legacy
37418633,So It is deprecated now i guess,3639582,6/15/2014 13:10,deprecated,ext,invalid
54742627,I understood that MPMoviePlayerViewController is deprecated in iOS 9. Shouldn't there be a replacement in AVPlayer for the same feature (playing a remote file)?,740902,11-02-2015 13:41,deprecated,mobile,legacy
5617125,It's not deprecated.  It doesn't exist.  it was removed!  Trying to call it will cause a missing function error...,338665,2/16/2011 22:30,deprecated,lang,invalid
12749268,"Given that `MouseListener` is deprecated for more than 2 years, and that it's probably directed towards touch devices, I'd rather go with the [touch events](http://google-web-toolkit.googlecode.com/svn/javadoc/latest/com/google/gwt/event/dom/client/HasAllTouchHandlers.html) instead, starting the timer in `onTouchStart` and cancelling it in all 3 other touch events (well, checking for some acceptable position delta in `onTouchMove`)",116472,04-02-2012 14:29,deprecated,tool/ref,invalid
48618262,Does this code works anymore....I see Facebook deprecated their chat API...,440694,5/15/2015 12:18,deprecated,ext,invalid
18257273,"Also, as a PSA, **don't** use the old `mysql_*` functions.  They're soft deprecated.  Instead, use either MySQLi or PDO.  In your case, probably MySQLi as they have a procedural/'normal'/non-OOP API.  The old functions are kinda sucky, and lead to security issues.",399584,11/14/2012 0:37,deprecated,lang,legacy
20989463,controllerFor is deprecated in 1.0.0.rc1 .. Rather use the needs mechanism described in Michael Grassotti's answer.,1369763,2/19/2013 8:54,deprecated,ext,legacy
67248794,"Note, nextBtn.setAlpha(0.5f);  setAlpha(int) has been around since API level 1, but is deprecated since level 16. setAlpha(float) continues to work. Consider this: http://stackoverflow.com/questions/21831775/difference-between-setalpha-and-setimagealpha",3445278,10-11-2016 19:19,deprecated,mobile,legacy
43589992,"I only got this warning:43	25	C:\Users\dell\Documents\Untitled2.cpp	[Warning] deprecated conversion from string constant to 'char*' [-Wwrite-strings]  But yes initialising i=0 works..thanks!",2164155,12/20/2014 17:53,deprecated,lang,legacy
16858866,This class is deprecated.,621501,9/21/2012 2:02,deprecated,mobile,legacy
41967777,return false is deprecated. please use `e.preventDefault()`,4193654,10/31/2014 23:29,deprecated,ext,legacy
56654532,"Thanks! Last I heard, $modal is deprecated by ui-bootstrap, and they prefer the use of $uibModal. I'm sure there are some differences, but they seem to function identically.",3511335,12/24/2015 17:58,deprecated,ext,legacy
50103641,"I'm not really sure how else to explain it, the only way to get a return is to disable async which is deprecated.  You *cannot* return from an ajax call.  You will need to pass the rest of your logic as a function.  The alert is just an example, you can pass any function call you want in, but you can't return from in that success loop.",4755059,6/25/2015 2:08,deprecated,ext,invalid
67871840,`typescript-require` is already deprecated https://github.com/theblacksmith/typescript-require/issues/34#issuecomment-230915434,310726,10/28/2016 14:31,deprecated,tool,invalid
16077255,"Doesn't work.when my ear phones are plugged,the ringing tone doesn't come through the earphones.....only through the speakers...what are the alternatives to the deprecated routing code?",1557501,8/20/2012 18:02,deprecated,mobile,legacy
